id_x,cliente_id,data_pedido,status,valor_total,canal_venda,cupom_desconto,id_y,nome,email,cidade,estado,data_cadastro,segmento,canal_aquisicao
8977,1978,2023-09-06,entregue,529.66,marketplace,sim,1978,Gabriel Esteves,gabriel.esteves738@hotmail.com,Aracaju,SE,2024-12-19,B2C,paid_search
8978,1597,2023-12-20,cancelado,2094.32,site,sim,1597,Ursula Barbosa,ursula.barbosa960@terra.com.br,São Paulo,SP,2024-05-11,B2C,paid_search
8979,594,2023-09-22,entregue,407.16,marketplace,não,594,Thiago Teixeira,thiago.teixeira700@hotmail.com,Fortaleza,CE,2023-07-11,B2C,orgânico
8980,1733,2023-01-27,entregue,12757.89,app,não,1733,Igor Cavalcanti,igor.cavalcanti409@outlook.com,São Paulo,SP,2023-10-31,B2B,indicação
8981,1827,2023-08-12,cancelado,1109.33,site,não,1827,Vinicius Andrade,vinicius.andrade109@terra.com.br,Osasco,SP,2024-05-29,B2C,redes_sociais
8982,523,2023-01-15,entregue,515.13,site,sim,523,Olívia Silva,olivia.silva259@hotmail.com,Ananindeua,PA,2023-11-09,B2C,indicação
8983,2120,2023-11-26,entregue,5694.44,marketplace,não,2120,Nelson Oliveira,nelson.oliveira236@hotmail.com,Santos,SP,2024-05-18,B2B,orgânico
8984,1948,2023-12-30,entregue,2108.34,marketplace,não,1948,Juliana Rodrigues,juliana.rodrigues350@terra.com.br,Teresina,PI,2023-02-11,B2C,indicação
8985,2913,2023-04-22,entregue,1455.34,marketplace,sim,2913,Ivan Nascimento,ivan.nascimento294@hotmail.com,Joinville,SC,2024-01-15,B2C,paid_search
8986,945,2023-11-08,entregue,6580.61,app,não,945,Flávia Nascimento,flávia.nascimento455@outlook.com,Rio de Janeiro,RJ,2023-10-26,B2B,orgânico
8987,78,2024-07-04,entregue,51.92,app,sim,78,Guilherme Almeida,guilherme.almeida447@yahoo.com.br,Serra,ES,2023-01-30,B2C,redes_sociais
8988,2273,2023-02-20,entregue,1032.34,site,sim,2273,Sérgio Pinto,sergio.pinto509@gmail.com,Ananindeua,PA,2023-08-18,B2C,orgânico
8989,5,2023-11-22,entregue,9004.31,site,não,5,Sandra Gomes,sandra.gomes981@hotmail.com,Ribeirão Preto,SP,2023-04-15,B2B,orgânico
8990,2331,2024-08-31,entregue,508.3,app,sim,2331,Sérgio Duarte,sergio.duarte991@gmail.com,Maceió,AL,2023-05-16,B2C,paid_search
8991,2850,2023-03-15,devolvido,136.31,app,sim,2850,Daniela Oliveira,daniela.oliveira718@terra.com.br,Aracaju,SE,2023-06-06,B2C,orgânico
8992,148,2024-08-13,devolvido,1432.46,marketplace,não,148,Olívia Cunha,olivia.cunha795@yahoo.com.br,São Gonçalo,RJ,2024-09-13,B2C,paid_search
8993,2816,2024-05-22,entregue,821.7,site,sim,2816,Beatriz Neves,beatriz.neves977@outlook.com,Belo Horizonte,MG,2024-01-28,B2C,redes_sociais
8994,2204,2023-10-28,cancelado,5801.01,site,não,2204,Helena Andrade,helena.andrade43@gmail.com,Fortaleza,CE,2023-10-12,B2B,indicação
8995,1883,2024-01-20,cancelado,917.14,app,não,1883,Daniela Alves,daniela.alves655@gmail.com,Ribeirão Preto,SP,2023-10-10,B2C,redes_sociais
8996,1473,2023-06-08,cancelado,2158.14,app,sim,1473,Wagner Freitas,wagner.freitas485@yahoo.com.br,Natal,RN,2024-03-28,B2C,paid_search
8997,1464,2024-04-28,cancelado,2062.32,app,sim,1464,Wanessa Campos,wanessa.campos516@terra.com.br,Manaus,AM,2024-05-29,B2C,paid_search
8998,2227,2024-11-05,entregue,442.07,site,não,2227,Thiago Cavalcanti,thiago.cavalcanti965@outlook.com,Londrina,PR,2023-06-21,B2C,paid_search
8999,737,2024-03-31,entregue,1084.52,site,sim,737,Elton Souza,elton.souza572@yahoo.com.br,Joinville,SC,2024-01-13,B2C,orgânico
9000,526,2023-10-29,entregue,1098.07,marketplace,não,526,Ursula Alves,ursula.alves66@outlook.com,Ribeirão Preto,SP,2023-10-11,B2C,indicação
9001,942,2024-06-12,entregue,6725.67,marketplace,não,942,Ulisses Rodrigues,ulisses.rodrigues914@hotmail.com,Porto Velho,RO,2023-03-31,B2B,paid_search
9002,701,2024-02-21,devolvido,1534.13,marketplace,não,701,Ivan Costa,ivan.costa36@gmail.com,Aracaju,SE,2023-11-30,B2C,redes_sociais
9003,1703,2024-10-01,entregue,2232.44,app,não,1703,Tânia Cunha,tania.cunha816@outlook.com,Cuiabá,MT,2024-09-04,B2C,redes_sociais
9004,2695,2024-04-04,entregue,3811.69,app,sim,2695,Vinicius Castro,vinicius.castro720@uol.com.br,Porto Alegre,RS,2024-05-05,B2B,redes_sociais
9005,2373,2023-06-19,entregue,1849.97,site,não,2373,Igor Lopes,igor.lopes521@gmail.com,Ananindeua,PA,2024-07-10,B2C,paid_search
9006,1392,2024-12-14,entregue,1918.56,site,não,1392,Otávio Pereira,otávio.pereira411@hotmail.com,Belo Horizonte,MG,2023-10-08,B2C,paid_search
9007,2730,2023-10-28,em_transito,982.36,app,sim,2730,Ana Correia,ana.correia130@hotmail.com,Contagem,MG,2024-05-23,B2C,orgânico
9008,2023,2024-03-17,cancelado,1737.08,site,sim,2023,Diana Gomes,diana.gomes612@outlook.com,Belo Horizonte,MG,2024-11-09,B2C,paid_search
9009,497,2024-10-02,entregue,,marketplace,não,497,Fernanda Azevedo,fernanda.azevedo190@outlook.com,Contagem,MG,2024-01-26,B2C,redes_sociais
9010,1116,2024-05-31,cancelado,13449.14,app,não,1116,Leonardo Oliveira,leonardo.oliveira108@uol.com.br,Goiânia,GO,2024-10-07,B2B,paid_search
9011,665,2024-10-16,entregue,330.45,app,não,665,Yasmin Rodrigues,yasmin.rodrigues563@gmail.com,Campo Grande,MS,2024-07-26,B2C,indicação
9012,2883,2024-10-06,entregue,708.09,marketplace,não,2883,Juliana Barbosa,juliana.barbosa964@gmail.com,Campinas,SP,2024-08-08,B2C,redes_sociais
9013,674,2024-11-15,entregue,2235.85,site,não,674,Mariana Fernandes,mariana.fernandes970@hotmail.com,Campinas,SP,2024-05-25,B2C,paid_search
9014,1340,2024-10-02,entregue,2117.07,site,não,1340,Sandra Alves,sandra.alves186@uol.com.br,Feira de Santana,BA,2024-05-10,B2C,redes_sociais
9015,2573,2023-01-16,entregue,694.76,app,sim,2573,Natália Azevedo,natália.azevedo677@gmail.com,Guarulhos,SP,2024-04-11,B2C,indicação
9016,829,2024-12-28,devolvido,2329.98,site,sim,829,Gabriel Araújo,gabriel.araujo764@terra.com.br,João Pessoa,PB,2023-01-24,B2C,indicação
9017,2877,2024-07-21,entregue,4471.4,marketplace,não,2877,Flávia Oliveira,flávia.oliveira327@yahoo.com.br,Natal,RN,2024-08-05,B2B,paid_search
9018,2604,2024-06-14,entregue,1904.86,marketplace,não,2604,Gabriel Barbosa,gabriel.barbosa642@yahoo.com.br,Santos,SP,2023-01-26,B2C,orgânico
9019,970,2023-12-03,entregue,1303.89,marketplace,não,970,Helena Fernandes,helena.fernandes994@outlook.com,Fortaleza,CE,2024-09-05,B2C,redes_sociais
9020,2573,2024-11-08,entregue,2335.22,app,não,2573,Natália Azevedo,natália.azevedo677@gmail.com,Guarulhos,SP,2024-04-11,B2C,indicação
9021,244,2023-11-03,cancelado,4373.08,marketplace,sim,244,Bruno Gomes,bruno.gomes695@uol.com.br,Aparecida de Goiânia,GO,2023-02-05,B2B,paid_search
9022,2388,2023-11-03,cancelado,1576.97,app,sim,2388,Patrícia Campos,patricia.campos817@hotmail.com,Teresina,PI,2024-06-07,B2C,indicação
9023,1444,2023-11-13,em_transito,14987.14,site,sim,1444,Yara Cavalcanti,yara.cavalcanti981@outlook.com,Porto Alegre,RS,2023-04-23,B2B,indicação
9024,2546,2024-01-05,entregue,127.96,marketplace,não,2546,Bruno Rocha,bruno.rocha177@hotmail.com,Belém,PA,2024-08-13,B2C,paid_search
9025,2538,2023-03-11,entregue,11062.72,marketplace,não,2538,Fernanda Araújo,fernanda.araujo426@hotmail.com,Natal,RN,2024-05-16,B2B,redes_sociais
9026,474,2024-04-17,entregue,3276.68,app,sim,474,Guilherme Azevedo,guilherme.azevedo180@yahoo.com.br,Serra,ES,2023-02-08,B2B,paid_search
9027,2836,2023-08-17,entregue,11902.98,marketplace,não,2836,Hanna Ferreira,hanna.ferreira190@yahoo.com.br,Cuiabá,MT,2024-09-02,B2B,indicação
9028,2887,2023-11-11,entregue,474.41,app,não,2887,Ulisses Santos,ulisses.santos983@outlook.com,Ribeirão Preto,SP,2024-12-13,B2C,redes_sociais
9029,1130,2023-11-18,cancelado,1402.96,marketplace,não,1130,Ivan Dias,ivan.dias164@terra.com.br,Rio de Janeiro,RJ,2023-01-29,B2C,indicação
9030,2554,2024-07-14,cancelado,14082.94,marketplace,não,2554,Ana Ribeiro,ana.ribeiro179@uol.com.br,Aparecida de Goiânia,GO,2023-03-13,B2B,indicação
9031,1663,2023-10-10,entregue,1140.62,site,não,1663,Natália Rocha,natália.rocha381@uol.com.br,Joinville,SC,2023-03-15,B2C,indicação
9032,610,2024-07-13,entregue,506.42,app,não,610,Joana Silva,joana.silva738@terra.com.br,Olinda,PE,2023-03-06,B2C,orgânico
9033,390,2024-06-06,entregue,2258.47,site,sim,390,Ivan Rocha,ivan.rocha398@uol.com.br,Olinda,PE,2024-02-06,B2C,indicação
9034,2162,2024-07-26,devolvido,1482.77,marketplace,sim,2162,Bruno Moreira,bruno.moreira986@gmail.com,Serra,ES,2023-03-30,B2C,orgânico
9035,1981,2023-10-10,cancelado,749.95,marketplace,sim,1981,Xavier Castro,xavier.castro152@terra.com.br,Fortaleza,CE,2024-11-29,B2C,indicação
9036,2467,2023-11-07,em_transito,10273.82,site,não,2467,Elton Silva,elton.silva870@hotmail.com,Goiânia,GO,2024-11-25,B2B,paid_search
9037,1973,2023-11-24,cancelado,127.53,site,sim,1973,Bruno Figueiredo,bruno.figueiredo859@outlook.com,Aparecida de Goiânia,GO,2024-02-29,B2C,paid_search
9038,1166,2024-01-08,entregue,10554.42,site,sim,1166,Paulo Vieira,paulo.vieira996@terra.com.br,Goiânia,GO,2023-01-01,B2B,redes_sociais
9039,74,2024-06-06,cancelado,1466.41,app,sim,74,Wanessa Rocha,wanessa.rocha83@uol.com.br,Porto Alegre,RS,2023-06-04,B2C,paid_search
9040,2517,2024-09-10,cancelado,2289.95,site,não,2517,Diana Rocha,diana.rocha17@gmail.com,Olinda,PE,2023-09-30,B2C,paid_search
9041,1897,2023-05-23,devolvido,1604.82,app,sim,1897,Bruno Neves,bruno.neves301@uol.com.br,São Paulo,SP,2024-09-30,B2C,orgânico
9042,888,2023-09-22,em_transito,12009.42,site,sim,888,Natália Figueiredo,natália.figueiredo109@terra.com.br,Aparecida de Goiânia,GO,2023-09-23,B2B,orgânico
9043,727,2023-12-20,entregue,551.76,marketplace,não,727,Wagner Teixeira,wagner.teixeira302@uol.com.br,Mogi das Cruzes,SP,2024-12-14,B2C,paid_search
9044,865,2023-11-02,entregue,775.41,site,não,865,Mariana Dias,mariana.dias362@outlook.com,Campo Grande,MS,2023-10-24,B2B,indicação
9045,2460,2023-03-14,entregue,2274.05,marketplace,não,2460,Diana Teixeira,diana.teixeira289@uol.com.br,Cuiabá,MT,2023-06-16,B2B,redes_sociais
9046,932,2023-11-22,entregue,1147.46,app,sim,932,Elton Freitas,elton.freitas896@hotmail.com,Cuiabá,MT,2023-07-09,B2C,indicação
9047,287,2023-10-08,cancelado,1778.83,app,sim,287,Ivan Moreira,ivan.moreira980@yahoo.com.br,Guarulhos,SP,2024-04-15,B2C,indicação
9048,2035,2023-12-30,em_transito,1952.01,app,sim,2035,Zélia Sousa,zelia.sousa377@hotmail.com,Rio de Janeiro,RJ,2024-03-18,B2C,paid_search
9049,2622,2024-10-04,entregue,2088.94,app,sim,2622,Diana Silva,diana.silva177@uol.com.br,Salvador,BA,2023-01-27,B2C,orgânico
9050,1169,2023-01-25,entregue,1774.36,app,sim,1169,Fernanda Neves,fernanda.neves126@terra.com.br,Porto Alegre,RS,2024-07-23,B2C,redes_sociais
9051,1117,2023-11-04,entregue,2450.22,marketplace,não,1117,Yara Costa,yara.costa300@terra.com.br,Aparecida de Goiânia,GO,2024-06-02,B2C,orgânico
9052,902,2024-05-15,entregue,192.69,app,sim,902,Patrícia Lima,patricia.lima177@gmail.com,Salvador,BA,2023-11-11,B2C,orgânico
9053,19,2023-02-21,entregue,2348.31,site,sim,19,Hanna Ribeiro,hanna.ribeiro935@uol.com.br,Manaus,AM,2024-10-02,B2C,paid_search
9054,1673,2024-08-30,entregue,355.6,marketplace,não,1673,Sérgio Castro,sergio.castro236@uol.com.br,Aparecida de Goiânia,GO,2024-03-04,B2C,paid_search
9055,1202,2024-09-10,entregue,1336.38,marketplace,sim,1202,Marcos Martins,marcos.martins350@gmail.com,Campinas,SP,2024-11-14,B2C,redes_sociais
9056,2798,2023-11-29,entregue,204.73,app,sim,2798,Olívia Gomes,olivia.gomes931@uol.com.br,Santos,SP,2024-05-06,B2C,indicação
9057,1912,2023-09-04,cancelado,1368.63,site,não,1912,Xênia Rocha,xenia.rocha145@gmail.com,Maceió,AL,2023-07-01,B2C,paid_search
9058,1662,2024-09-27,cancelado,2087.78,marketplace,não,1662,Xavier Alves,xavier.alves520@gmail.com,Aparecida de Goiânia,GO,2023-04-26,B2C,paid_search
9059,1417,2023-10-09,entregue,259.51,site,não,1417,Letícia Sousa,leticia.sousa551@gmail.com,Santos,SP,2023-04-19,B2C,redes_sociais
9060,255,2023-01-17,entregue,9250.5,site,sim,255,Mariana Rodrigues,mariana.rodrigues996@hotmail.com,Osasco,SP,2024-10-19,B2B,redes_sociais
9061,634,2024-09-08,cancelado,2326.74,marketplace,não,634,Zélia Moreira,zelia.moreira602@yahoo.com.br,Fortaleza,CE,2024-06-13,B2C,paid_search
9062,1075,2024-02-21,cancelado,780.85,app,não,1075,Patrícia Cunha,patricia.cunha97@terra.com.br,Ribeirão Preto,SP,2023-01-27,B2C,orgânico
9063,1747,2023-07-25,entregue,787.06,app,não,1747,Igor Pinto,igor.pinto436@outlook.com,Florianópolis,SC,2023-12-01,B2C,orgânico
9064,1425,2023-05-29,entregue,1493.56,marketplace,sim,1425,Olívia Alves,olivia.alves394@outlook.com,Rio de Janeiro,RJ,2023-04-23,B2C,orgânico
9065,655,2024-11-13,entregue,757.13,site,não,655,Rafael Barbosa,rafael.barbosa353@uol.com.br,Cuiabá,MT,2023-05-22,B2C,orgânico
9066,1367,2023-03-14,entregue,14777.53,marketplace,não,1367,Xênia Lopes,xenia.lopes170@gmail.com,Betim,MG,2023-02-28,B2B,indicação
9067,81,2024-06-10,em_transito,271.98,marketplace,sim,81,Letícia Souza,leticia.souza389@yahoo.com.br,Osasco,SP,2023-08-05,B2C,indicação
9068,1096,2023-05-02,cancelado,12301.21,app,sim,1096,Vera Neves,vera.neves90@yahoo.com.br,Porto Alegre,RS,2023-05-19,B2B,orgânico
9069,2755,2024-06-11,entregue,10403.87,app,sim,2755,Kleber Carvalho,kleber.carvalho188@uol.com.br,São Paulo,SP,2024-08-31,B2B,indicação
9070,873,2024-04-30,entregue,1822.45,marketplace,sim,873,Daniela Sousa,daniela.sousa54@gmail.com,Goiânia,GO,2024-04-20,B2C,indicação
9071,44,2023-11-21,cancelado,2277.03,site,não,44,Tânia Alves,tania.alves271@hotmail.com,Recife,PE,2023-04-20,B2C,paid_search
9072,2752,2024-05-29,entregue,1677.47,marketplace,não,2752,Otávio Moreira,otávio.moreira993@terra.com.br,João Pessoa,PB,2024-02-20,B2C,orgânico
9073,2247,2024-05-31,entregue,1725.87,app,sim,2247,Bruno Teixeira,bruno.teixeira343@outlook.com,Olinda,PE,2024-04-16,B2C,indicação
9074,485,2023-02-23,entregue,1938.47,app,sim,485,Patrícia Rodrigues,patricia.rodrigues263@yahoo.com.br,Manaus,AM,2023-01-02,B2B,redes_sociais
9075,893,2023-03-02,entregue,642.81,site,não,893,Wanessa Barbosa,wanessa.barbosa57@outlook.com,Curitiba,PR,2024-01-10,B2C,indicação
9076,855,2024-05-01,entregue,1453.08,site,sim,855,Flávia Lima,flávia.lima569@hotmail.com,Feira de Santana,BA,2024-01-04,B2C,paid_search
9077,2380,2024-05-30,entregue,2264.41,site,sim,2380,Fernanda Martins,fernanda.martins976@outlook.com,Manaus,AM,2024-03-25,B2C,indicação
9078,1393,2023-05-23,cancelado,1258.92,app,não,1393,Caio Santos,caio.santos205@uol.com.br,Curitiba,PR,2023-02-22,B2C,indicação
9079,439,2024-11-29,entregue,1911.44,app,não,439,Guilherme Correia,guilherme.correia377@hotmail.com,Goiânia,GO,2023-09-19,B2C,orgânico
9080,2623,2024-04-19,entregue,1098.01,marketplace,não,2623,Beatriz Castro,beatriz.castro485@yahoo.com.br,Curitiba,PR,2023-07-04,B2C,redes_sociais
9081,221,2023-11-24,em_transito,9050.54,app,sim,221,Thiago Ferreira,thiago.ferreira280@hotmail.com,Aparecida de Goiânia,GO,2024-06-09,B2B,redes_sociais
9082,2328,2024-04-22,em_transito,374.28,site,não,2328,Xavier Lima,xavier.lima998@outlook.com,Santos,SP,2024-02-26,B2C,indicação
9083,277,2024-04-17,cancelado,7200.27,app,não,277,Marcos Esteves,marcos.esteves412@uol.com.br,Caxias do Sul,RS,2023-02-11,B2B,paid_search
9084,1434,2023-04-21,entregue,11911.59,site,sim,1434,Helena Andrade,helena.andrade918@gmail.com,Belo Horizonte,MG,2024-09-11,B2B,redes_sociais
9085,415,2024-01-29,entregue,1881.76,marketplace,não,415,Sérgio Barbosa,sergio.barbosa896@hotmail.com,Teresina,PI,2023-04-06,B2C,indicação
9086,2572,2024-10-25,entregue,615.21,site,não,2572,Paulo Carvalho,paulo.carvalho301@gmail.com,Betim,MG,2023-07-17,B2C,indicação
9087,129,2023-11-20,entregue,274.86,site,sim,129,Zélia Martins,zelia.martins521@uol.com.br,Porto Alegre,RS,2023-03-13,B2C,redes_sociais
9088,1542,2024-05-26,devolvido,1282.82,app,não,1542,Yara Figueiredo,yara.figueiredo30@gmail.com,São Gonçalo,RJ,2023-02-18,B2C,paid_search
9089,2327,2023-11-14,devolvido,1101.39,site,sim,2327,Caio Carvalho,caio.carvalho683@uol.com.br,Feira de Santana,BA,2023-07-17,B2C,indicação
9090,2988,2024-04-23,entregue,1640.94,marketplace,não,2988,Vinicius Ribeiro,vinicius.ribeiro251@yahoo.com.br,Macapá,AP,2023-08-29,B2C,orgânico
9091,2647,2023-04-07,entregue,1236.03,app,não,2647,Joana Azevedo,joana.azevedo3@terra.com.br,Cuiabá,MT,2024-04-17,B2C,paid_search
9092,372,2024-11-24,entregue,384.19,marketplace,sim,372,Nelson Azevedo,nelson.azevedo699@hotmail.com,Diadema,SP,2023-01-28,B2C,redes_sociais
9093,2279,2023-02-07,em_transito,11058.79,site,não,2279,Wagner Carvalho,wagner.carvalho672@outlook.com,Belo Horizonte,MG,2024-01-08,B2B,paid_search
9094,887,2023-08-14,entregue,13115.33,app,não,887,Paulo Neves,paulo.neves661@hotmail.com,Serra,ES,2023-04-22,B2B,redes_sociais
9095,51,2023-05-07,entregue,977.6,marketplace,não,51,Tânia Alves,tania.alves799@yahoo.com.br,Diadema,SP,2024-02-21,B2C,paid_search
9096,1742,2024-10-01,devolvido,186.27,marketplace,não,1742,Rafael Cavalcanti,rafael.cavalcanti657@uol.com.br,Campinas,SP,2023-03-21,B2C,orgânico
9097,2808,2024-06-08,entregue,693.02,marketplace,não,2808,Daniela Campos,daniela.campos406@yahoo.com.br,Campinas,SP,2023-01-03,B2C,orgânico
9098,671,2024-10-16,entregue,2359.34,site,não,671,Zélia Almeida,zelia.almeida719@terra.com.br,São Gonçalo,RJ,2023-11-20,B2C,indicação
9099,905,2024-10-03,entregue,10085.44,marketplace,não,905,Caio Dias,caio.dias695@terra.com.br,Cuiabá,MT,2023-11-29,B2B,paid_search
9100,1907,2024-01-07,entregue,1133.62,app,não,1907,Helena Cunha,helena.cunha620@terra.com.br,Aracaju,SE,2023-11-21,B2C,paid_search
9101,2527,2023-06-04,entregue,12917.54,app,não,2527,Bruno Lima,bruno.lima904@gmail.com,Belo Horizonte,MG,2023-02-13,B2B,indicação
9102,2879,2024-02-28,entregue,4057.97,marketplace,não,2879,Wanessa Cardoso,wanessa.cardoso18@yahoo.com.br,Betim,MG,2024-11-17,B2B,redes_sociais
9103,1136,2024-01-07,entregue,3116.59,app,não,1136,Elton Alves,elton.alves729@hotmail.com,Londrina,PR,2024-02-26,B2B,orgânico
9104,981,2023-08-08,cancelado,636.29,app,não,981,Vera Andrade,vera.andrade837@hotmail.com,Aparecida de Goiânia,GO,2024-09-03,B2C,indicação
9105,1941,2024-10-21,entregue,5460.03,app,sim,1941,Vinicius Lima,vinicius.lima961@terra.com.br,João Pessoa,PB,2023-01-01,B2B,indicação
9106,2656,2024-01-28,entregue,155.88,app,não,2656,Natália Campos,natália.campos255@yahoo.com.br,Joinville,SC,2024-12-27,B2C,orgânico
9107,2147,2024-05-19,cancelado,593.52,site,não,2147,Diana Azevedo,diana.azevedo169@terra.com.br,Belo Horizonte,MG,2023-12-18,B2C,paid_search
9108,1153,2023-11-16,em_transito,2483.96,marketplace,não,1153,Tânia Azevedo,tania.azevedo986@hotmail.com,Rio de Janeiro,RJ,2023-10-09,B2C,paid_search
9109,1670,2024-07-06,entregue,1543.74,marketplace,sim,1670,Vinicius Fernandes,vinicius.fernandes857@hotmail.com,Betim,MG,2023-10-28,B2C,indicação
9110,1336,2024-04-04,devolvido,943.81,app,não,1336,Renata Neves,renata.neves35@hotmail.com,Recife,PE,2023-09-04,B2C,indicação
9111,2645,2023-10-02,entregue,1984.61,site,sim,2645,Bruno Correia,bruno.correia412@outlook.com,Fortaleza,CE,2024-04-26,B2C,redes_sociais
9112,961,2023-10-14,entregue,585.86,app,não,961,Tânia Andrade,tania.andrade152@outlook.com,Londrina,PR,2024-01-14,B2C,orgânico
9113,1140,2024-07-04,entregue,2140.24,app,sim,1140,Guilherme Freitas,guilherme.freitas992@hotmail.com,Caxias do Sul,RS,2024-06-25,B2B,paid_search
9114,117,2024-11-25,em_transito,691.65,marketplace,sim,117,Fernanda Almeida,fernanda.almeida857@terra.com.br,Betim,MG,2024-08-24,B2C,indicação
9115,2118,2023-03-15,cancelado,452.93,marketplace,não,2118,Igor Pinto,igor.pinto331@yahoo.com.br,Feira de Santana,BA,2024-10-11,B2C,orgânico
9116,1772,2024-10-24,em_transito,1079.46,site,sim,1772,Carlos Duarte,carlos.duarte160@outlook.com,Mogi das Cruzes,SP,2024-08-05,B2C,redes_sociais
9117,2261,2024-04-02,entregue,550.63,marketplace,não,2261,Gabriel Azevedo,gabriel.azevedo372@uol.com.br,Joinville,SC,2024-02-14,B2C,indicação
9118,31,2023-02-20,entregue,187.95,marketplace,sim,31,Joana Teixeira,joana.teixeira433@hotmail.com,Guarulhos,SP,2023-10-13,B2C,orgânico
9119,1702,2023-12-01,entregue,1713.98,site,não,1702,Renata Nascimento,renata.nascimento544@outlook.com,Guarulhos,SP,2023-11-04,B2C,indicação
9120,327,2024-02-10,entregue,1449.37,app,não,327,Daniela Nascimento,daniela.nascimento688@terra.com.br,Feira de Santana,BA,2024-06-21,B2C,redes_sociais
9121,11,2024-03-02,entregue,965.51,marketplace,não,11,Renata Cavalcanti,renata.cavalcanti702@hotmail.com,Osasco,SP,2023-02-27,B2C,orgânico
9122,1005,2024-10-10,cancelado,853.07,site,não,1005,Zacarias Rodrigues,zacarias.rodrigues770@terra.com.br,Macapá,AP,2024-05-19,B2C,paid_search
9123,2313,2024-11-10,em_transito,550.11,marketplace,não,2313,Thiago Oliveira,thiago.oliveira57@gmail.com,João Pessoa,PB,2024-11-11,B2C,paid_search
9124,2510,2023-09-10,devolvido,1851.55,site,sim,2510,Zélia Cavalcanti,zelia.cavalcanti17@yahoo.com.br,Olinda,PE,2023-11-25,B2C,indicação
9125,37,2023-12-11,entregue,904.52,site,não,37,Daniela Pinto,daniela.pinto872@gmail.com,Guarulhos,SP,2023-03-12,B2C,paid_search
9126,955,2023-11-09,entregue,2351.5,app,sim,955,Sérgio Vieira,sergio.vieira918@outlook.com,Campo Grande,MS,2024-08-10,B2C,redes_sociais
9127,2920,2024-03-05,entregue,780.83,app,não,2920,Amanda Moreira,amanda.moreira87@hotmail.com,Fortaleza,CE,2023-08-17,B2C,indicação
9128,764,2023-08-13,cancelado,756.45,marketplace,sim,764,Patrícia Figueiredo,patricia.figueiredo890@hotmail.com,Campo Grande,MS,2023-01-15,B2C,orgânico
9129,984,2023-03-13,entregue,5611.66,app,não,984,Vera Pereira,vera.pereira20@gmail.com,Florianópolis,SC,2024-03-17,B2B,orgânico
9130,1362,2023-04-15,entregue,2412.78,site,sim,1362,Flávia Duarte,flávia.duarte266@hotmail.com,São Paulo,SP,2024-12-04,B2C,paid_search
9131,33,2023-11-24,entregue,104.12,site,sim,33,Kleber Campos,kleber.campos493@outlook.com,São Luís,MA,2024-02-15,B2C,paid_search
9132,2155,2023-11-09,entregue,816.61,site,não,2155,Vera Barbosa,vera.barbosa774@hotmail.com,Cuiabá,MT,2023-11-07,B2C,orgânico
9133,909,2024-11-20,entregue,1153.91,site,não,909,Guilherme Ferreira,guilherme.ferreira8@gmail.com,Guarulhos,SP,2023-04-02,B2C,indicação
9134,1901,2023-01-27,cancelado,487.12,marketplace,não,1901,Igor Azevedo,igor.azevedo978@yahoo.com.br,Fortaleza,CE,2023-12-02,B2C,paid_search
9135,1465,2023-01-04,entregue,2065.6,app,não,1465,Bruno Duarte,bruno.duarte489@outlook.com,Santos,SP,2023-02-08,B2C,paid_search
9136,1487,2023-05-30,entregue,2381.86,site,não,1487,Letícia Souza,leticia.souza917@gmail.com,Londrina,PR,2023-12-17,B2C,indicação
9137,1060,2024-08-17,entregue,2149.94,app,não,1060,Fernanda Silva,fernanda.silva137@outlook.com,Osasco,SP,2024-12-10,B2C,paid_search
9138,483,2024-08-04,entregue,2138.15,marketplace,não,483,Guilherme Gomes,guilherme.gomes764@yahoo.com.br,Fortaleza,CE,2023-09-01,B2C,indicação
9139,1578,2024-12-23,entregue,13622.44,marketplace,não,1578,Caio Freitas,caio.freitas992@uol.com.br,Aracaju,SE,2023-10-23,B2B,orgânico
9140,2904,2023-05-11,em_transito,1345.0,site,não,2904,Thiago Campos,thiago.campos446@terra.com.br,Maceió,AL,2023-11-02,B2C,indicação
9141,548,2024-04-06,cancelado,1217.48,app,sim,548,Daniela Pereira,daniela.pereira455@outlook.com,Feira de Santana,BA,2023-05-07,B2C,redes_sociais
9142,1934,2023-04-14,entregue,1371.93,app,sim,1934,Igor Nascimento,igor.nascimento464@yahoo.com.br,Londrina,PR,2024-07-20,B2C,orgânico
9143,1124,2024-09-20,entregue,1506.68,app,não,1124,Caio Souza,caio.souza778@outlook.com,Belo Horizonte,MG,2024-11-07,B2C,paid_search
9144,1909,2024-01-05,entregue,2241.3,site,sim,1909,Bruno Silva,bruno.silva823@outlook.com,Joinville,SC,2024-02-14,B2C,orgânico
9145,1347,2023-11-17,cancelado,1329.04,site,sim,1347,Patrícia Barbosa,patricia.barbosa969@gmail.com,Macapá,AP,2023-10-28,B2C,redes_sociais
9146,2160,2024-08-24,entregue,332.98,app,sim,2160,Carlos Cunha,carlos.cunha360@yahoo.com.br,Rio de Janeiro,RJ,2023-09-19,B2C,redes_sociais
9147,2176,2024-08-27,devolvido,1651.73,site,não,2176,Helena Santos,helena.santos89@hotmail.com,Betim,MG,2023-07-11,B2C,redes_sociais
9148,1558,2023-06-03,entregue,9303.05,site,sim,1558,Hanna Dias,hanna.dias452@gmail.com,Teresina,PI,2024-01-14,B2B,redes_sociais
